Crop,State,Season,Area,Cost_of_Cultivation,Cost_of_Production,Annual_Rainfall,Temperature,Yield,Production
Soybean,Tamil Nadu,Rabi,341.95,16587.57,11918.61,1881.82,30.66,2083.85,712.57
Sugarcane,Andhra Pradesh,Rabi,84.85,36722.82,27732.44,1726.32,33.23,75225.41,6382.88
Wheat,Rajasthan,Zaid,782.73,51509.56,41463.26,1118.64,31.68,3173.14,2483.71
Rice,Gujarat,Kharif,514.48,26455.47,20703.29,1529.1,24.35,2927.39,1506.08
Wheat,Maharashtra,Rabi,955.68,65988.8,44788.87,695.2,22.44,4139.32,3955.87
Groundnut,Maharashtra,Rabi,233.01,49457.12,43342.47,611.6,35.08,1577.66,367.61
Groundnut,Gujarat,Kharif,900.68,32613.85,24076.34,689.98,19.59,1466.42,1320.78
Jowar,Haryana,Rabi,517.1,64779.62,54219.23,1845.42,20.46,1859.35,961.47
Barley,Karnataka,Kharif,808.21,48660.05,32016.89,1104.7,32.05,2875.92,2324.35
Soybean,Madhya Pradesh,Kharif,972.6,23305.72,19059.98,1112.63,33.72,1529.47,1487.56
Groundnut,Andhra Pradesh,Kharif,215.85,44005.53,29580.76,1591.48,29.11,2139.53,461.82
Wheat,Maharashtra,Zaid,648.91,54896.52,41982.99,953.53,31.2,3414.05,2215.41
Sugarcane,Gujarat,Zaid,364.12,53697.18,35097.52,917.65,22.28,70788.91,25775.66
Groundnut,Gujarat,Rabi,878.28,67550.9,52357.6,372.4,39.23,1131.3,993.6
Soybean,Rajasthan,Zaid,77.23,32063.08,24111.54,1293.92,16.67,1820.65,140.61
Sugarcane,Maharashtra,Rabi,882.66,68199.0,49902.65,1915.57,33.08,67161.75,59280.99
Jowar,Tamil Nadu,Kharif,373.25,47170.13,28474.54,864.53,16.56,1241.66,463.45
Maize,Punjab,Rabi,100.22,58379.02,47021.73,1915.21,25.72,2788.2,279.43
Groundnut,Maharashtra,Kharif,131.62,47586.11,38148.63,363.29,36.38,1345.47,177.09
Jowar,Karnataka,Kharif,71.27,35706.96,22292.82,1607.25,18.53,1689.78,120.43
Rice,Uttar Pradesh,Kharif,17.61,53435.13,47366.68,1500.59,39.85,3066.63,54.0
Barley,Uttar Pradesh,Kharif,708.83,34150.94,21528.77,957.33,37.01,2797.38,1982.87
Rice,Madhya Pradesh,Zaid,717.16,17495.43,13422.38,419.28,21.72,2427.99,1741.26
Wheat,Uttar Pradesh,Zaid,621.49,20025.43,14614.25,686.41,21.36,3828.19,2379.18
Sugarcane,Punjab,Zaid,273.6,30598.17,24365.47,1782.12,39.25,65946.67,18043.01
Jowar,Karnataka,Zaid,523.07,15423.38,13094.75,1497.01,31.55,1649.42,862.76
Groundnut,Karnataka,Kharif,285.9,23638.24,17367.64,904.91,32.06,1533.15,438.33
Groundnut,Uttar Pradesh,Zaid,80.52,60137.84,46384.47,354.06,37.57,1259.01,101.38
Jowar,Haryana,Zaid,765.94,25831.76,20307.39,1650.96,37.24,1669.74,1278.92
Wheat,Punjab,Rabi,508.1,52852.54,47234.78,701.12,19.21,3038.32,1543.77
Barley,Maharashtra,Rabi,40.63,24171.01,17789.51,720.2,21.47,2600.04,105.64
Cotton,Haryana,Zaid,139.59,68504.71,50212.88,1911.53,18.37,1295.35,180.82
Barley,Karnataka,Zaid,958.31,19573.9,15523.91,1952.78,39.46,3659.46,3506.9
Rice,Haryana,Zaid,202.48,63928.08,55841.49,1333.4,34.15,2920.77,591.4
Soybean,Haryana,Rabi,621.92,47435.57,42271.03,403.33,17.7,1341.67,834.41
Wheat,Madhya Pradesh,Kharif,165.86,50705.41,34138.52,1836.09,17.49,4268.39,707.96
Jowar,Haryana,Kharif,625.21,59601.2,41678.74,594.89,20.23,1186.07,741.54
